,Username,Number of Comments,Comments,Number of Products Commented,Products Commented,Mean Rating
17179,t*****h,15,"['Performance: Good\nBest Feature(s): Look damn nice 🤭\nValue For Money: WORTH THE MONEY💪💪\nWanted the sony headphones but i quite broke ah so had to look for alternative which is when I stumbled across this. First of all it looks xi bei nice and the quality also not bad but 1 thing idk how connect to the laptop w this (using bluetooth) but other then that quite worth the money. REC BUY!!\U0001f978', 'Performance: not sure yet\nBest Feature(s): not sure yet\nValue For Money: yes\nBuying different product from same seller. Happy with purchase. Received it in a short time.', ""Fast delivery but have yet to try. Hope it's good as the reviews had mentioned."", 'Best Feature(s): cover ear\nValue For Money: yes\nPerformance: Nice\nOverall nice n well accepted by my kids. \nHopefully it last.', 'Nice looking headphones. Haven’t test yet.', 'product came as described. delivery was alright! thank you', 'Delivery took two days. Ordered over weekend. Very lightweight and comfortable. Love it. Comes with 3.5mm splitter.', 'Nice headphones, super fast delivery, good sound quality', 'Performance: Great\nBest Feature(s): Sound quality\nBox had a few dents at the bottom so if you\'re particular about it, don\'t buy this as a gift. \n\nPros:\n- Great battery life. Wore them for 9hrs straight and the battery was at 90%. I used the headphones for about 3 to 4 days before I needed to charge it.\n- Charging takes about 2 - 3hrs max for it to reach 100%.\n- Bluetooth was very easy to connect and there\'s a instruction manual incase you need help.\n- Two wires were provided in the box, one for charging the headphones and the other incase you prefer using wired headphones. Do take note that the headphones must be at least 20% or above (for wired) as there will be no sound if the headphones aren\'t charged.\n- The headphones are lightweight, easy to keep & portable.\n- Great sound quality and bass. If you like to listen to really loud music, I would recommend buying this. Even when the volume was high, my mum could not hear anything that I was listening to, so 10/10 for me.\n- Incase you get tired of wearing the headphones, you can put it down & still hear the music/video quite well (increase the volume a lil bit) so the headphones can act as a ""speaker"" if you don\'t want to wear it anymore.\n- The ANC (noise reduction) mode did block out some noise, although not all. But for the price paid, it\'s very worth the purchase. \n\nCons:\n- The headphones looked very bulky/big to me so if you\'re going for the aesthetic look, don\'t buy this. But if you\'re looking for good sound quality/bass & lightweight headphones, buy this.\n- The top part of the headphones had a really small ""cushion"" so it was quite painful after a few hours.\n- My ears started hurting after a while but after a week of using the headphones, it got better. \n\nOverall, for the price paid I would definitely recommend giving this a try👍', ""Value For Money: great\nPerformance: great\nBest Feature(s): comes with AUX cable\nUnfortunately the headphones are too big for me and doesn't fit that well. Otherwise sounds quality is great and best feature: comes with AUX cable for those who don't like Bluetooth"", 'Best Feature(s): quite easy to charge and easy to use.\nPerformance: works okay\nValue For Money: yes it is value for money especially the single side ear piece!', 'Performance: Good\nBest Feature(s): Good\nValue For Money: Good\nItems received in good condition and packaging. Yet to try', ""Value For Money: great\nPerformance: great\nBest Feature(s): comes with AUX cable\nUnfortunately the headphones are too big for me and doesn't fit that well. Otherwise sounds quality is great and best feature: comes with AUX cable for those who don't like Bluetooth"", 'Delivered very quickly in less than 3 days. The sound quality is pretty good, good for meetings online', 'Very fragile came a part unglued']",12,"{'12c56041-6472-4142-b0fc-d4a5c0d82309': 1, '2e678f8d-a9a3-4279-9037-8af1c013dbf3': 1, '43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 3, '55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1, '59331d97-d641-4a8b-8d1d-4f7296f1978e': 1, '5a3c6eba-0780-4b30-9256-81f254b07332': 1, '6b40a572-7c11-45bb-937c-d3460fc70c36': 1, '7245f812-e507-4b1c-8e73-78c41afc3744': 2, 'b17e829b-3318-49c4-8a94-edc482f7733c': 1, 'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1, 'ddaa8694-424f-4876-96e7-e2986a6b99ab': 1, 'ff9d5533-0a5c-4d93-91c2-c8ebfa50c30f': 1}",4.6
17180,t*****i,4,"['Performance: value for money,impressive , recommended. Very comfortable to put on for hours and it’s lightweight and easy storage.', nan, nan, 'Performance: 1000/10\nBest Feature(s): mic\nValue For Money: $27 on 6.6\nMy fave earpiece to use for zoom calls when working from home. Owned one from ip7 era and it’s still functioning, just that the rubbers are coming off hence the purchase at a good price.', 'very fast delivery. have to buy for work use, lucky still got stock', 'Received in good condition. Packaging is ok as per the price. Sound is good!']",5,"{'10b5c89d-c320-4743-b6db-7962216594f9': 1, '40bd8f74-3912-4671-83dc-b0596ec2246f': 1, '55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 2, '6aa4bce2-a931-4f64-9d1a-83c69fb60d4b': 1, '738907d7-39a7-403e-a8a6-1b0933baf48f': 1}",5.0
17181,t*****j,2,"[""Item arrived in just a few days. Headphone is better than the one I had before...and it was much more expensive...yes it's fake but not bad"", '￼￼￼Good product.On the cover.Fast delivery']",2,"{'b17e829b-3318-49c4-8a94-edc482f7733c': 1, 'f81dd840-40d1-4e5b-842a-da76d9f79c17': 1}",5.0
17182,t*****k,2,"['Looks good, feels good, so far so good. After wearing a while, ear pain.. Haha', nan, nan, nan, 'Value For Money: Yes\nAll 3 working well, with Samsung logo on the type c connector 😀']",5,"{'5428f9a3-7a6f-475e-b030-3284fe14d689': 1, 'bfab72d4-a31b-41ff-a437-cf9bb109abfb': 1, 'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1, 'e7174fb9-9ec5-4b85-ad45-cd483b1f116a': 1, 'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1}",4.6
17183,t*****l,3,"['Performance: 7.5/10\nBest Feature(s): Convenient and cheap BT connection\nValue For Money: 9/10. Very. Unbeatable BT convenience at this price\nBT5.0 allows up to 2 connections at once but obviously one sound source at a time. No need to disconnect from your devices.\n\nGood neutral sound with bass emphasis. Average soundstage width but this is expected for closed back headphones.\n\nDo not expect this to be audiophile but it does extremely well at this price.\n\nSturdy feeling and very durable battery life!', nan, 'Performance: good\nBest Feature(s): looks neat + can fit into a bag\nValue For Money: 10/10 👍\nbought it for my sister, i think she likes it. sound doesnt leak, the headphones itself looks durable 10/10 would buy for myself 🤩🤩\n\n(also it was delivered in 2 days which is very fast)\n\nignore the video i need coins', 'Fast delivery. Well packed. It works well and the color is nice too. My girl loved it!']",3,"{'03eb63a0-154f-476d-9ddd-9fd40c7876c7': 1, '43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 2, 'f81dd840-40d1-4e5b-842a-da76d9f79c17': 1}",5.0
17184,t*****m,2,"[""Performance: Excellent\nBest Feature(s): Looks good and works we\nValue For Money: YES!\nFast delivery, good packaging - perfect for my child's present. Will buy another one for  another child soon."", 'Item was well-packaged with bubble wrap, so the original box is intact. Appreciate this as the item is meant to be given as a present.\n\nAcceptable sound quality.', nan]",3,"{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1, '5428f9a3-7a6f-475e-b030-3284fe14d689': 1, 'c27b8144-4472-420e-a5fe-0372caab2724': 1}",4.666666666666667
17185,t*****n,16,"['Received in good condition and very good and nice will buy again!', ""Performance: ⭐️⭐️⭐️⭐️⭐️\nBest Feature(s): ⭐️⭐️⭐️⭐️⭐️\nValue For Money: ⭐️⭐️⭐️⭐️⭐️\nWell received with box in good condition within 8 days. \nThe quality of headset superb and elegant, sounds and bass are not bad for the price you pay for, it's worth the value. 👍🏻\nMany thanks seller 🙏🏻"", 'received thank you, but really small', 'Super fast delivery! Thank you. Haven’t opened it cos it’s a present, but I hope it is working fine. ', 'Performance: good\nBest Feature(s): good\nValue For Money: good\nGood', 'One of the trusted brands in Shopee.  Never disappoint.  Sound quality is good.', 'Item came as described but delivery took some time and It was okay', nan, 'Tested. Quite good ', 'Arrived within 3 days of ordering. The replacement cup is easy to install ( look up YouTube for instructions if the manual is unclear) . Fits the headhone , and material used is great. As it is still materially different from the original, it affects the headphone sonically , not a bad way, just a little different.', ""Airphone can pair well with mobile phone and tablet but can't pair with wireless audio transceiver on TV. Their service centre people are very friendly and helpful. "", nan, ""The cover, the sound can be used and the sound can be used. When turning on theanc, you must not forget to turn it off or the battery will run out. You can turn on the bluetooth. The sound quality of the Bluetooth will listen well. You have to turn on the anc. Whenanc is working, you will press the middle sound down again. Make the bass and treble lift up like turning on the Internet. This price resume works like this. It's worth it."", 'Performance: 👍\nBest Feature(s): Look great and comfortable.  ANC.\nValue For Money: yes.\nfast delivery.  To bring along to listen on flight when I travel.', 'Value For Money: yes\nPerformance: good\nTried it and the sound is not that bad. I like the colour.', 'Performance: very good\nValue For Money: yes\nBest Feature(s): soft bands and incredible sounding\nIt’s good, you can try it right out of the package and I can hear podcasts/music loud and clear. Definitely getting another one for my younger sibling whose still schooling and it’s affordable as well', nan, 'Performance: 👍\nBest Feature(s): Look great and comfortable.  ANC.\nValue For Money: yes.\nfast delivery.  To bring along to listen on flight when I travel.', 'Item received! Deliver the next day! Recommended! Yet to try. Thanks', nan]",16,"{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1, '12c56041-6472-4142-b0fc-d4a5c0d82309': 1, '2e678f8d-a9a3-4279-9037-8af1c013dbf3': 1, '377eda3b-17e8-48d7-aac6-df3803e7e928': 1, '3ac85522-669a-42b8-a279-b31ec4a84c29': 1, '43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 3, '51f70b33-555b-4d40-ad73-a4f19446fc73': 1, '55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 2, '6b40a572-7c11-45bb-937c-d3460fc70c36': 1, '738907d7-39a7-403e-a8a6-1b0933baf48f': 1, 'a575b385-2293-4fc6-9182-594afe2f1b0b': 1, 'b17e829b-3318-49c4-8a94-edc482f7733c': 2, 'c27b8144-4472-420e-a5fe-0372caab2724': 1, 'e7174fb9-9ec5-4b85-ad45-cd483b1f116a': 1, 'f9b60d03-8caf-4502-8e9c-dd299758ae3a': 1, 'ff9d5533-0a5c-4d93-91c2-c8ebfa50c30f': 1}",4.95
17186,t*****o,5,"['Performance: Good\nBest Feature(s): Good\nValue For Money: Good\nItem received in good condition, delivery is fast everything works well at good', 'Well received within 3 days 🥰 thank you seller! Love the color and the sound quality. ', 'Super fast delivery. Excellent product. Clean and neat. Does the job and price is good. Highly recommended! Thanks', 'delivered super fast the next day. working fine!', 'Great seller! Fast & smooth transaction. Thank you!']",3,"{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 3, 'ef5a4175-8271-46c7-9c82-be26682bc42d': 1, 'f9b60d03-8caf-4502-8e9c-dd299758ae3a': 1}",5.0
17187,t*****p,2,"['Quick delivery, Reasonable price. Works as expected. Mic may not pick up your voice clearly sometimes', 'Performance: Very good\nBest Feature(s): Light weight and comfortable to wear\nValue For Money: Very good\nVery fast delivery. Received in 4 days. Works very well', nan]",3,"{'3ac85522-669a-42b8-a279-b31ec4a84c29': 1, '43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1, 'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1}",4.666666666666667
17188,t*****r,8,"[nan, nan, 'Nice product. Next day delivery if ordered during working hours. My child loves it.', 'Best Feature(s): good\nPerformance: good\nValue For Money: good\nVery good buy. Works well with good sound audio output. Hopefully this lasts long', 'Quick delivery. Item beautifully packaged. Works really well.', 'Bought as spare. In case wireless’s headphones spoil. Haha. Delivery was ok and well packed! Thanks', nan, 'Really small', 'Really small', 'Really small', ""Very light, doesn't tighten the ears too much, but it looks fragile... I tested it quickly and it worked fine, but I'm still not using it very often. The buttons came all working. At first, I thought it was A good buy, even more for the price!""]",6,"{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1, '43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1, '55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 4, '68d31ebb-4d28-4d51-9c1c-dff1ceb26c3f': 3, '738907d7-39a7-403e-a8a6-1b0933baf48f': 1, 'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1}",4.636363636363637
17189,t*****s,11,"['Best Feature(s): -\nPerformance: ok, came in good condition not really noise camcelling, bass not that strong but ok for the price\nValue For Money: yes', ""Looks good. But haven't use"", 'Love the sound quality, fast delivery and worth the price! Thank you!', 'Performance: ok\nBest Feature(s): over-the-ear\nValue For Money: yes\nWell packed and received in good condition. Easy to use for basic use and conference calls. Has over-the-ear and wireless benefits of an earphone which makes my life easy and convenient when I do my calls.', 'Performance: alright\nBest Feature(s): light weight\nValue For Money: yea\ni think for the price u rlly can’t complain much.. but serve the job!', 'really 24 hrs delivery. authentic product and managed to register on razer website for warranty. wrapped very nicely to prevent damage. most importantly good price and use of coupons. totally recommend this seller!', nan, nan, ""The product is so beautiful, it's okay, it's suitable for you, so buy it"", 'Received in excellent condition. Audio quality perfect. Always love this ear piece. Will. Buy again once spoilt. Highly recommended Samsung phone users', 'Excellent condition. Stated authentic but unsure. good sound. Will buy again. Can buy. People can buy', nan, ""Good use Easy to use Send me because it's from China"", nan]",9,"{'0063c41c-e4de-4d05-a40e-7f3c31e67dc5': 2, '087be8f9-1394-40ae-be7a-ed4c4e917832': 1, '43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 3, '55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1, '5a3c6eba-0780-4b30-9256-81f254b07332': 1, '738907d7-39a7-403e-a8a6-1b0933baf48f': 1, 'b17e829b-3318-49c4-8a94-edc482f7733c': 2, 'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 2, 'f9b60d03-8caf-4502-8e9c-dd299758ae3a': 1}",4.642857142857143
17190,t*****t,6,"[nan, 'Goooood! Happyyyy! Build quality is pretty decent. Haven’t tested how long each full charge can last though.', 'Had higher expectations for the sound quality but works well for my wfh setup', 'Performance: ok\nBest Feature(s): ok\nValue For Money: yes\nSecond purchase. Still figuring a way to use the single stereo Jack for two Way use', 'Came packaged with bubble wrap and wrapped with the plastic shown. Sound quality is decent for the price. Fits comfortably in ears.', 'Audio not the best, but totally acceptable for this price. Looks good.', 'Sound quality is quite decent for the price. Happy with it! Quite lasting as well.']",4,"{'10b5c89d-c320-4743-b6db-7962216594f9': 1, '3ac85522-669a-42b8-a279-b31ec4a84c29': 1, '43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 2, 'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 3}",4.857142857142857
17191,t*****u,1,"[nan, nan, 'Performance: acceptable\nBest Feature(s): compact\nValue For Money: good\nItem well received but do not understand why the blue and red lights are still switched on, despite disconnected my blue tooth.']",3,"{'59331d97-d641-4a8b-8d1d-4f7296f1978e': 1, '6c475598-c32f-4bac-9831-383e5eb8e323': 1, 'fea283b9-0ae0-4fff-9345-f4d9f9c76b07': 1}",5.0
17192,t*****w,0,[nan],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
17193,t*****x,3,"[nan, 'Very good and fast delivery, thanks seller . Worth it and cheap . Will purchase if needed again', 'The headset is prettier than I thought, connecting to bluetooth is also fast, in terms of sound, if I turn on the loud speaker, outsiders can still hear it', 'The delivery came in 2 days. Im happy with the packaging cos it was rly secure and i havent used it yet but the reviews r q trustable']",4,"{'0063c41c-e4de-4d05-a40e-7f3c31e67dc5': 1, '087be8f9-1394-40ae-be7a-ed4c4e917832': 1, '3aa481f9-6e8d-40aa-b4a9-8022ae11b332': 1, 'b1f0c81f-1047-4bb3-bea0-8fc0521f60b9': 1}",5.0
17194,t*****y,12,"['Fast delivery, correct model, with charging cord and cable to connect to the laptop, very quiet, good sound, loud, smooth', 'Performance: good!\nbox came a bit banged up and dusty, but after cleaning it up a little bit, all is good! slightly noise cancelling but good enough that I’m not oblivious to my surrounding. can get uncomfortable on the ears after a long time if you have a bigger head like me :P but overall good deal!', 'Performance: good\nBest Feature(s): not sure\nValue For Money: yes\nBot for my son, think it works well as he doesnt hv complain. Good value for money, hope it will lasts', 'Headphone received in good condition and all functions are working fine. Sound quality is also good.', 'Good condition, fair price and Nice seller', 'Performance: haven’t tried\nValue For Money: yes\ngot this as a gift so haven’t tried it but reviews are good', nan, 'Value For Money: ok\nBest Feature(s): fit nicely\nPerformance: soft\nVery fast delivery.\nEasy to install.\nFit xm4 very nicely', nan, 'Correct delivery, quite fast delivery', 'the fact that it was from another country, the delivery was considered ok and not too long. box not damaged.', 'Received in good condition. Writing more characters to earn stars.', 'Ordered on 5th and received them on 10th. Consider very fast since it’s shipped from China. Test both items and are working well. Recommend']",9,"{'0063c41c-e4de-4d05-a40e-7f3c31e67dc5': 1, '0f0709c2-b0ab-467e-8334-969ba228ee4b': 1, '2e678f8d-a9a3-4279-9037-8af1c013dbf3': 1, '43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 5, '51f70b33-555b-4d40-ad73-a4f19446fc73': 1, '55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1, '6aa4bce2-a931-4f64-9d1a-83c69fb60d4b': 1, '6b40a572-7c11-45bb-937c-d3460fc70c36': 1, 'ddaa8694-424f-4876-96e7-e2986a6b99ab': 1}",5.0
17195,t.fazlina,1,['Performance: bestkkkkkk\nQuality: goodssss\nHeadphones have arrived..\nCan work.. Nice to hear..\nBestkkkkkk 👍👍👍👍👍\nTq Seller 👍😊'],1,{'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1},5.0
17196,t.jerry,1,['Shipped the wrong colour. Asked for white/grey got grey/black instead. Product is good though'],1,{'25446ffc-7c07-41d6-a94e-bf0a071ac9c5': 1},4.0
17197,t.yamagami,1,"['Item is well received.', nan]",1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 2},5.0
17198,t06yh34k,1,"['Performance: pretty good, noise cancelling not too good\nBest Feature(s): light and( portable?)\nValue For Money: VERY']",1,{'d55fbc6b-3d65-43a9-867a-3168d44470b7': 1},5.0
17199,t08jnyzt0s,1,"['good performance.. Seller has other colours, i think good too.. we bought the black 👍🏻👍🏻👍🏻']",1,{'721400c6-5f27-40ef-9340-2636c26ed97c': 1},5.0
17200,t0905942z,0,[nan],1,{'fea283b9-0ae0-4fff-9345-f4d9f9c76b07': 1},5.0
17201,t1v2bc4vtu,2,"['The sound is very good and price reasonable', 'Very comfy on ears fit nicely...sound is good too...like it']",2,"{'c27b8144-4472-420e-a5fe-0372caab2724': 1, 'e7174fb9-9ec5-4b85-ad45-cd483b1f116a': 1}",5.0
17202,t2jessie,0,[nan],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
17203,t2vnghq80_,0,[nan],1,{'3922f373-785a-4593-8f46-e8f77ca1c8c4': 1},5.0
17204,t2yjmuo3ws,1,"[""Performance: black\nQuality: good\nDelivery is very fast, it's cheap, the quality is okay, this lps wants to repeat again, tqqqq seller💖🤙""]",1,{'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1},5.0
